context,question,answers,topic_lda,question_class,query,token_query,token_query_full_prompt,total_token_size,Recall@k,MRR,nDCG@k,transformation_latency,retrieval_generation_latency,total_latency,generated_answer,gpt_score
"The developments during World War II continued for a short time into the post-war period as well. In particular the U.S. Army set up a huge air defence network around its larger cities based on radar-guided 90 mm and 120 mm guns. US efforts continued into the 1950s with the 75 mm Skysweeper system, an almost fully automated system including the radar, computers, power, and auto-loading gun on a single powered platform. The Skysweeper replaced all smaller guns then in use in the Army, notably the 40 mm Bofors. In Europe NATO's Allied Command Europe developed an integrated air defence system, NATO Air Defence Ground Environment (NADGE), that later became the NATO Integrated Air Defence System.",What does NADGE stand for?,NATO Air Defence Ground Environment,2,ABBR,What is the full meaning of NADGE?,9.0,946.0,1032.0,0.0,0.0,0.0,0.8723583221435547,0.6054039001464844,2.065891981124878,Not Applicable,0.0
"City and Guilds College was founded in 1876 from a meeting of 16 of the City of London's livery companies for the Advancement of Technical Education (CGLI), which aimed to improve the training of craftsmen, technicians, technologists, and engineers. The two main objectives were to create a Central Institution in London and to conduct a system of qualifying examinations in technical subjects. Faced with their continuing inability to find a substantial site, the Companies were eventually persuaded by the Secretary of the Science and Art Department, General Sir John Donnelly (who was also a Royal Engineer) to found their institution on the eighty-seven acre (350,000 m²) site at South Kensington bought by the 1851 Exhibition Commissioners (for GBP 342,500) for 'purposes of art and science' in perpetuity. The latter two colleges were incorporated by Royal Charter into the Imperial College of Science and Technology and the CGLI Central Technical College was renamed the City and Guilds College in 1907, but not incorporated into Imperial College until 1910.",What does CGLI stand for?,Advancement of Technical Education,2,ABBR,What is the meaning of CGLI?,9.0,897.0,986.0,1.0,0.5,0.6309297535714575,0.7845480442047119,0.9239823818206788,2.398483991622925,City and Guilds of London Institute,0.0
"Defensive Counterair (DCA) is defined as ""all the defensive measures designed to detect, identify, intercept, and destroy or negate enemy forces attempting to penetrate or attack through friendly airspace"" (JP 1-02). A major goal of DCA operations, in concert with OCA operations, is to provide an area from which forces can operate, secure from air and missile threats. The DCA mission comprises both active and passive defense measures. Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02). It includes both ballistic missile defense and air breathing threat defense, and encompasses point defense, area defense, and high value airborne asset defense. Passive defense is ""measures taken to reduce the probability of and to minimize the effects of damage caused by hostile action without the intention of taking the initiative"" (JP 1-02). It includes detection and warning; chemical, biological, radiological, and nuclear defense; camouflage, concealment, and deception; hardening; reconstitution; dispersion; redundancy; and mobility, counter-measures, and stealth.",What does the abbreviation DCA stand for? ,Defensive Counterair,2,ABBR,What is the meaning of the acronym DCA?,10.0,1218.0,1307.0,1.0,1.0,1.0,0.8679924011230469,0.627713680267334,2.0100879669189453,Defensive Counterair,1.0
"Working closely in conjunction with the definition of the Near East provided by the State Department is the Near East South Asia Center for Strategic Studies (NESA), an educational institution of the United States Department of Defense. It teaches courses and holds seminars and workshops for government officials and military officers who will work or are working within its region. As the name indicates, that region is a combination of State Department regions; however, NESA is careful to identify the State Department region. As its Near East is not different from the State Department's it does not appear in the table. Its name, however, is not entirely accurate. For example, its region includes Mauritania, a member of the State Department's Africa (Sub-Sahara).",What does NESA Teach?,It teaches courses and holds seminars and workshops,2,ABBR,What does NESA instruct?,6.0,996.0,1076.0,1.0,1.0,1.0,0.9537630081176758,0.5787768363952637,2.1399519443511963,courses and seminars,0.8
"Conventional (""tailhook"") aircraft rely upon a landing signal officer (LSO, radio call sign paddles) to monitor the aircraft's approach, visually gauge glideslope, attitude, and airspeed, and transmit that data to the pilot. Before the angled deck emerged in the 1950s, LSOs used colored paddles to signal corrections to the pilot (hence the nickname). From the late 1950s onward, visual landing aids such as Optical Landing System have provided information on proper glide slope, but LSOs still transmit voice calls to approaching pilots by radio.",What does LSO stand for?,landing signal officer,2,ABBR,What is the meaning of LSO?,8.0,1071.0,1155.0,1.0,1.0,1.0,0.970332145690918,0.6156883239746094,2.1974284648895264,Landing Signal Officer,1.0
"Since 1972, International Telecommunication Union's radio telecommunications sector (ITU-R) had been working on creating a global recommendation for Analog HDTV. These recommendations, however, did not fit in the broadcasting bands which could reach home users. The standardization of MPEG-1 in 1993 also led to the acceptance of recommendations ITU-R BT.709. In anticipation of these standards the Digital Video Broadcasting (DVB) organisation was formed, an alliance of broadcasters, consumer electronics manufacturers and regulatory bodies. The DVB develops and agrees upon specifications which are formally standardised by ETSI.",What does ITU-R stand for?,International Telecommunication Union's radio telecommunications sector,2,ABBR,What is the meaning of ITU-R?,9.0,977.0,1068.0,1.0,0.2,0.3868528072345416,1.0258688926696775,0.8838956356048584,2.499443292617798,International Telecommunication Union - Radiocommunication,0.8
"At the time of this entry, we were not able to identify any specific nutrition literacy studies in the U.S. at a national level. However, the findings of the 2003 National Assessment of Adult Literacy (NAAL) provide a basis upon which to frame the nutrition literacy problem in the U.S. NAAL introduced the first ever measure of ""the degree to which individuals have the capacity to obtain, process and understand basic health information and services needed to make appropriate health decisions"" – an objective of Healthy People 2010 and of which nutrition literacy might be considered an important subset. On a scale of below basic, basic, intermediate and proficient, NAAL found 13 percent of adult Americans have proficient health literacy, 44% have intermediate literacy, 29 percent have basic literacy and 14 percent have below basic health literacy. The study found that health literacy increases with education and people living below the level of poverty have lower health literacy than those above it.",What does the abbreviation NAAL represent?,National Assessment of Adult Literacy,2,ABBR,What is the meaning of the acronym NAAL?,10.0,933.0,1019.0,0.0,0.0,0.0,1.308765888214111,0.5611097812652588,2.419126033782959,Not Applicable,0.0
"The role and functions of the CIA are roughly equivalent to those of the United Kingdom's Secret Intelligence Service (the SIS or MI6), the Australian Secret Intelligence Service (ASIS), the Egyptian General Intelligence Service, the Russian Foreign Intelligence Service (Sluzhba Vneshney Razvedki) (SVR), the Indian Research and Analysis Wing (RAW), the Pakistani Inter-Services Intelligence (ISI), the French foreign intelligence service Direction Générale de la Sécurité Extérieure (DGSE) and Israel's Mossad. While the preceding agencies both collect and analyze information, some like the U.S. State Department's Bureau of Intelligence and Research are purely analytical agencies.[citation needed]",What is the acronym for India's Research and Analysis Wing?,RAW,2,ABBR,What is the abbreviation for India's intelligence agency known as the Research and Analysis Wing?,16.0,1119.0,1214.0,1.0,1.0,1.0,1.515080451965332,0.5430128574371338,2.614829540252685,RAW,0.8
Technische Universität (abbreviation: TU) are the common terms for universities of technology or technical university. These institutions can grant habilitation and doctoral degrees and focus on research.,What's the abbreviation for a Technische Universität?,TU,2,ABBR,What is the short form for a Technical University?,10.0,1126.0,1213.0,1.0,1.0,1.0,1.203970193862915,1.236536979675293,2.984346628189087,TU,1.0
"This steady economic progress has earned Armenia increasing support from international institutions. The International Monetary Fund (IMF), World Bank, European Bank for Reconstruction and Development (EBRD), and other international financial institutions (IFIs) and foreign countries are extending considerable grants and loans. Loans to Armenia since 1993 exceed $1.1 billion. These loans are targeted at reducing the budget deficit and stabilizing the currency; developing private businesses; energy; agriculture; food processing; transportation; the health and education sectors; and ongoing rehabilitation in the earthquake zone. The government joined the World Trade Organization on 5 February 2003. But one of the main sources of foreign direct investments remains the Armenian diaspora, which finances major parts of the reconstruction of infrastructure and other public projects. Being a growing democratic state, Armenia also hopes to get more financial aid from the Western World.",What does IFI stand for?,international financial institutions,2,ABBR,What is the meaning of IFI?,8.0,851.0,935.0,0.0,0.0,0.0,0.8228909969329834,0.6217994689941406,1.982361078262329,Institute of Technology,0.0
"LE: Life expectancy at birth
MYS: Mean years of schooling (Years that a person 25 years-of-age or older has spent in schools)
EYS: Expected years of schooling (Years that a 5-year-old child will spend in schools throughout his life)
GNIpc: Gross national income at purchasing power parity per capita",What does LE stand for?,Life expectancy at birth,2,ABBR,What is the meaning of LE?,7.0,953.0,1035.0,1.0,1.0,1.0,0.8873171806335449,1.2293472290039062,2.7024130821228027,Life expectancy at birth,1.0
"The term financial innovation refers to the ongoing development of financial products designed to achieve particular client objectives, such as offsetting a particular risk exposure (such as the default of a borrower) or to assist with obtaining financing. Examples pertinent to this crisis included: the adjustable-rate mortgage; the bundling of subprime mortgages into mortgage-backed securities (MBS) or collateralized debt obligations (CDO) for sale to investors, a type of securitization; and a form of credit insurance called credit default swaps (CDS). The usage of these products expanded dramatically in the years leading up to the crisis. These products vary in complexity and the ease with which they can be valued on the books of financial institutions.",What is the abbreviation for a form of credit insurance called credit default swaps?,CDS,2,ABBR,What is the shorthand for a type of credit protection known as credit default swaps?,16.0,979.0,1077.0,1.0,1.0,1.0,1.5347611904144287,0.502159833908081,2.587601900100708,CDS,1.0
"There are a number of aids available to pilots, though not all airports are equipped with them. A visual approach slope indicator (VASI) helps pilots fly the approach for landing. Some airports are equipped with a VHF omnidirectional range (VOR) to help pilots find the direction to the airport. VORs are often accompanied by a distance measuring equipment (DME) to determine the distance to the VOR. VORs are also located off airports, where they serve to provide airways for aircraft to navigate upon. In poor weather, pilots will use an instrument landing system (ILS) to find the runway and fly the correct approach, even if they cannot see the ground. The number of instrument approaches based on the use of the Global Positioning System (GPS) is rapidly increasing and may eventually be the primary means for instrument landings.",What does VOR stand for?,VHF omnidirectional range,2,ABBR,What is the meaning of VOR?,8.0,1036.0,1122.0,1.0,1.0,1.0,0.8592245578765869,0.575758695602417,1.9797825813293457,VHF Omnidirectional Range,0.9
"NATO defines anti-aircraft warfare (AAW) as ""measures taken to defend a maritime force against attacks by airborne weapons launched from aircraft, ships, submarines and land-based sites."" In some armies the term All-Arms Air Defence (AAAD) is used for air defence by non-specialist troops. Other terms from the late 20th century include GBAD (Ground Based AD) with related terms SHORAD (Short Range AD) and MANPADS (""Man Portable AD Systems"": typically shoulder-launched missiles). Anti-aircraft missiles are variously called surface-to-air missile, abbreviated and pronounced ""SAM"" and Surface to Air Guided Weapon (SAGW).",What does AAAD stand for?,All-Arms Air Defence,2,ABBR,What is the meaning of AAAD?,8.0,1068.0,1153.0,1.0,1.0,1.0,0.7205333709716797,0.6302919387817383,1.876320123672485,All-Arms Air Defence,1.0
"Armies typically have air defence in depth, from integral MANPADS such as the RBS 70, Stinger and Igla at smaller force levels up to army-level missile defence systems such as Angara and Patriot. Often, the high-altitude long-range missile systems force aircraft to fly at low level, where anti-aircraft guns can bring them down. As well as the small and large systems, for effective air defence there must be intermediate systems. These may be deployed at regiment-level and consist of platoons of self-propelled anti-aircraft platforms, whether they are self-propelled anti-aircraft guns (SPAAGs), integrated air-defence systems like Tunguska or all-in-one surface-to-air missile platforms like Roland or SA-8 Gecko.",What does SPAAG stand for?,self-propelled anti-aircraft guns,2,ABBR,What is the meaning of SPAAG?,8.0,868.0,956.0,0.0,0.0,0.0,0.8118994235992432,0.765233039855957,2.153194665908813,Self-Propelled Anti-Aircraft Gun,0.9
"Early recommendations for the quantity of water required for maintenance of good health suggested that 6–8 glasses of water daily is the minimum to maintain proper hydration. However the notion that a person should consume eight glasses of water per day cannot be traced to a credible scientific source. The original water intake recommendation in 1945 by the Food and Nutrition Board of the National Research Council read: ""An ordinary standard for diverse persons is 1 milliliter for each calorie of food. Most of this quantity is contained in prepared foods."" More recent comparisons of well-known recommendations on fluid intake have revealed large discrepancies in the volumes of water we need to consume for good health. Therefore, to help standardize guidelines, recommendations for water consumption are included in two recent European Food Safety Authority (EFSA) documents (2010): (i) Food-based dietary guidelines and (ii) Dietary reference values for water or adequate daily intakes (ADI). These specifications were provided by calculating adequate intakes from measured intakes in populations of individuals with “desirable osmolarity values of urine and desirable water volumes per energy unit consumed.” For healthful hydration, the current EFSA guidelines recommend total water intakes of 2.0 L/day for adult females and 2.5 L/day for adult males. These reference values include water from drinking water, other beverages, and from food. About 80% of our daily water requirement comes from the beverages we drink, with the remaining 20% coming from food. Water content varies depending on the type of food consumed, with fruit and vegetables containing more than cereals, for example. These values are estimated using country-specific food balance sheets published by the Food and Agriculture Organisation of the United Nations. Other guidelines for nutrition also have implications for the beverages we consume for healthy hydration- for example, the World Health Organization (WHO) recommend that added sugars should represent no more than 10% of total energy intake.",What does ADI stand for?,adequate daily intakes,2,ABBR,What is the meaning of ADI?,8.0,1137.0,1222.0,0.0,0.0,0.0,2.3237996101379395,0.5980532169342041,4.009664058685303,Antenna Directivity Index,0.0
"Offensive Counterair (OCA) is defined as ""offensive operations to destroy, disrupt, or neutralize enemy aircraft, missiles, launch platforms, and their supporting structures and systems both before and after launch, but as close to their source as possible"" (JP 1-02). OCA is the preferred method of countering air and missile threats, since it attempts to defeat the enemy closer to its source and typically enjoys the initiative. OCA comprises attack operations, sweep, escort, and suppression/destruction of enemy air defense.",What does the abbreviation OCA stand for? ,Offensive Counterair,2,ABBR,What is the meaning of the acronym OCA?,10.0,965.0,1054.0,1.0,1.0,1.0,0.8916680812835693,0.6518628597259521,2.0903189182281494,Offensive Counterair,1.0
"The National Council on Qualifications for the Lighting Professions (NCQLP) offers the Lighting Certification Examination which tests rudimentary lighting design principles. Individuals who pass this exam become ‘Lighting Certified’ and may append the abbreviation LC to their name. This certification process is one of three national (U.S.) examinations (the others are CLEP and CLMC) in the lighting industry and is open not only to designers, but to lighting equipment manufacturers, electric utility employees, etc.",What does NCQLP stand for?,The National Council on Qualifications for the Lighting Professions,2,ABBR,What is the meaning of NCQLP?,9.0,981.0,1073.0,1.0,1.0,1.0,1.0093224048614502,0.8330175876617432,2.47702693939209,National Council on Qualifications for the Lighting Professions,1.0
"Efforts have been made to improve nutrition, and reduce associated health problems, by encouraging women to make nutritious versions of local recipes. For example, the International Crops Research Institute for the Semi-Arid Tropics (ICRISAT) and the Aga Khan Foundation, trained women's groups to make equinut, a healthy and nutritional version of the traditional recipe di-dèguè (comprising peanut paste, honey and millet or rice flour). The aim was to boost nutrition and livelihoods by producing a product that women could make and sell, and which would be accepted by the local community because of its local heritage.",What does ICRISTAT stand for?,International Crops Research Institute for the Semi-Arid Tropics,2,ABBR,What is the meaning of ICRISAT?,10.0,1008.0,1105.0,1.0,0.3333333333333333,0.5,1.0997860431671145,1.0519390106201172,2.738846778869629,International Crops Research Institute for the Semi-Arid Tropics,1.0
"Berlin starts National Cyber Defense Initiative: On June 16, 2011, the German Minister for Home Affairs, officially opened the new German NCAZ (National Center for Cyber Defense) Nationales Cyber-Abwehrzentrum located in Bonn. The NCAZ closely cooperates with BSI (Federal Office for Information Security) Bundesamt für Sicherheit in der Informationstechnik, BKA (Federal Police Organisation) Bundeskriminalamt (Deutschland), BND (Federal Intelligence Service) Bundesnachrichtendienst, MAD (Military Intelligence Service) Amt für den Militärischen Abschirmdienst and other national organisations in Germany taking care of national security aspects. According to the Minister the primary task of the new organisation founded on February 23, 2011, is to detect and prevent attacks against the national infrastructure and mentioned incidents like Stuxnet.",What does NCAZ stand for?,Nationales Cyber-Abwehrzentrum,2,ABBR,What is the meaning of NCAZ?,9.0,1130.0,1217.0,1.0,1.0,1.0,0.8982832431793213,0.5804784297943115,2.2127366065979004,National Center for Cyber Defense,0.7
"The role and functions of the CIA are roughly equivalent to those of the United Kingdom's Secret Intelligence Service (the SIS or MI6), the Australian Secret Intelligence Service (ASIS), the Egyptian General Intelligence Service, the Russian Foreign Intelligence Service (Sluzhba Vneshney Razvedki) (SVR), the Indian Research and Analysis Wing (RAW), the Pakistani Inter-Services Intelligence (ISI), the French foreign intelligence service Direction Générale de la Sécurité Extérieure (DGSE) and Israel's Mossad. While the preceding agencies both collect and analyze information, some like the U.S. State Department's Bureau of Intelligence and Research are purely analytical agencies.[citation needed]",What does ASIS stand for?,Australian Secret Intelligence Service,2,ABBR,What is the meaning of ASIS?,8.0,1013.0,1097.0,1.0,0.5,0.6309297535714575,0.9667422771453856,0.6092674732208252,2.149686098098755,Australian Secret Intelligence Service,1.0
"The Sell Assessment of Sexual Orientation (SASO) was developed to address the major concerns with the Kinsey Scale and Klein Sexual Orientation Grid and as such, measures sexual orientation on a continuum, considers various dimensions of sexual orientation, and considers homosexuality and heterosexuality separately. Rather than providing a final solution to the question of how to best measure sexual orientation, the SASO is meant to provoke discussion and debate about measurements of sexual orientation.",What does SASO stand for?,Sell Assessment of Sexual Orientation,2,ABBR,What is the meaning of the acronym SASO?,10.0,1000.0,1087.0,1.0,1.0,1.0,1.6663055419921875,1.101630687713623,3.685645341873169,Sell Assessment of Sexual Orientation,1.0
"The success of the British Commandos during World War II prompted U.S. President Franklin D. Roosevelt to authorize the creation of an intelligence service modeled after the British Secret Intelligence Service (MI6), and Special Operations Executive. This led to the creation of the Office of Strategic Services (OSS). On September 20, 1945, shortly after the end of World War II, Harry S. Truman signed an executive order dissolving the OSS, and by October 1945 its functions had been divided between the Departments of State and War. The division lasted only a few months. The first public mention of the ""Central Intelligence Agency"" appeared on a command-restructuring proposal presented by Jim Forrestal and Arthur Radford to the U.S. Senate Military Affairs Committee at the end of 1945. Despite opposition from the military establishment, the United States Department of State and the Federal Bureau of Investigation (FBI), Truman established the National Intelligence Authority in January 1946, which was the direct predecessor of the CIA. Its operational extension was known as the Central Intelligence Group (CIG)",What does OSS stand for?,Office of Strategic Services,2,ABBR,What is the meaning of OSS?,7.0,1026.0,1108.0,0.0,0.0,0.0,0.7413289546966553,0.6012318134307861,1.9951307773590088,Office of Strategic Services,1.0
"This steady economic progress has earned Armenia increasing support from international institutions. The International Monetary Fund (IMF), World Bank, European Bank for Reconstruction and Development (EBRD), and other international financial institutions (IFIs) and foreign countries are extending considerable grants and loans. Loans to Armenia since 1993 exceed $1.1 billion. These loans are targeted at reducing the budget deficit and stabilizing the currency; developing private businesses; energy; agriculture; food processing; transportation; the health and education sectors; and ongoing rehabilitation in the earthquake zone. The government joined the World Trade Organization on 5 February 2003. But one of the main sources of foreign direct investments remains the Armenian diaspora, which finances major parts of the reconstruction of infrastructure and other public projects. Being a growing democratic state, Armenia also hopes to get more financial aid from the Western World.",What dos EBRD stand for?,European Bank for Reconstruction and Development,2,ABBR,What does EBRD represent?,7.0,1086.0,1172.0,0.0,0.0,0.0,0.7775447368621826,0.7121782302856445,2.078288555145264,European Bank for Reconstruction and Development,1.0
"Research into LCPS (low cost private schools) found that over 5 years to July 2013, debate around LCPSs to achieving Education for All (EFA) objectives was polarised and finding growing coverage in international policy. The polarisation was due to disputes around whether the schools are affordable for the poor, reach disadvantaged groups, provide quality education, support or undermine equality, and are financially sustainable. The report examined the main challenges encountered by development organisations which support LCPSs. Surveys suggest these types of schools are expanding across Africa and Asia. This success is attributed to excess demand. These surveys found concern for:",What does LCPS stand for?,low cost private schools,2,ABBR,What is the meaning of LCPS?,8.0,910.0,994.0,1.0,0.2,0.3868528072345416,0.9782438278198242,0.6401863098144531,2.1896016597747803,low cost private schools,1.0
"LE: Life expectancy at birth
MYS: Mean years of schooling (Years that a person 25 years-of-age or older has spent in schools)
EYS: Expected years of schooling (Years that a 5-year-old child will spend in schools throughout his life)
GNIpc: Gross national income at purchasing power parity per capita",What does GNIpc stand for?,Gross national income at purchasing power parity per capita,2,ABBR,What is the meaning of GNI per capita?,10.0,608.0,697.0,1.0,1.0,1.0,0.9563679695129396,1.0431931018829346,2.660982131958008,Gross National Income per capita,0.8
"Drug discovery and development is very expensive; of all compounds investigated for use in humans only a small fraction are eventually approved in most nations by government appointed medical institutions or boards, who have to approve new drugs before they can be marketed in those countries. In 2010 18 NMEs (New Molecular Entities) were approved and three biologics by the FDA, or 21 in total, which is down from 26 in 2009 and 24 in 2008. On the other hand, there were only 18 approvals in total in 2007 and 22 back in 2006. Since 2001, the Center for Drug Evaluation and Research has averaged 22.9 approvals a year. This approval comes only after heavy investment in pre-clinical development and clinical trials, as well as a commitment to ongoing safety monitoring. Drugs which fail part-way through this process often incur large costs, while generating no revenue in return. If the cost of these failed drugs is taken into account, the cost of developing a successful new drug (new chemical entity, or NCE), has been estimated at about 1.3 billion USD(not including marketing expenses). Professors Light and Lexchin reported in 2012, however, that the rate of approval for new drugs has been a relatively stable average rate of 15 to 25 for decades.",What does NMEs stand for?,New Molecular Entities,2,ABBR,What is the meaning of NMEs?,8.0,951.0,1036.0,0.0,0.0,0.0,0.7843434810638428,0.6757044792175293,1.9475233554840088,New Molecular Entities,1.0
"The Mantoux tuberculin skin test is often used to screen people at high risk for TB. Those who have been previously immunized may have a false-positive test result. The test may be falsely negative in those with sarcoidosis, Hodgkin's lymphoma, malnutrition, and most notably, active tuberculosis. Interferon gamma release assays (IGRAs), on a blood sample, are recommended in those who are positive to the Mantoux test. These are not affected by immunization or most environmental mycobacteria, so they generate fewer false-positive results. However, they are affected by M. szulgai, M. marinum, and M. kansasii. IGRAs may increase sensitivity when used in addition to the skin test, but may be less sensitive than the skin test when used alone.","What does ""IGRAs"" stand for?",Interferon gamma release assays,2,ABBR,"What is the full form of the acronym ""IGRAs""?",13.0,952.0,1044.0,0.0,0.0,0.0,1.3555684089660645,0.736830472946167,2.7581682205200195,International Gay Rugby Association,0.0
"Personnel Recovery (PR) is defined as ""the sum of military, diplomatic, and civil efforts to prepare for and execute the recovery and reintegration of isolated personnel"" (JP 1-02). It is the ability of the US government and its international partners to effect the recovery of isolated personnel across the ROMO and return those personnel to duty. PR also enhances the development of an effective, global capacity to protect and recover isolated personnel wherever they are placed at risk; deny an adversary's ability to exploit a nation through propaganda; and develop joint, interagency, and international capabilities that contribute to crisis response and regional stability.",What does the abbreviation PR stand for in terms of the US military?,Personnel Recovery,2,ABBR,What is the meaning of the acronym PR within the context of the US Armed Forces?,17.0,887.0,986.0,1.0,1.0,1.0,1.0584592819213867,0.5810279846191406,2.205565452575684,Personnel Recovery,1.0
"The closest links of the U.S. IC to other foreign intelligence agencies are to Anglophone countries: Australia, Canada, New Zealand, and the United Kingdom. There is a special communications marking that signals that intelligence-related messages can be shared with these four countries. An indication of the United States' close operational cooperation is the creation of a new message distribution label within the main U.S. military communications network. Previously, the marking of NOFORN (i.e., No Foreign Nationals) required the originator to specify which, if any, non-U.S. countries could receive the information. A new handling caveat, USA/AUS/CAN/GBR/NZL Five Eyes, used primarily on intelligence messages, gives an easier way to indicate that the material can be shared with Australia, Canada, United Kingdom, and New Zealand.",What does NOFORN stand for?,No Foreign Nationals,2,ABBR,What is the meaning of NOFORN?,9.0,1018.0,1103.0,1.0,0.5,0.6309297535714575,0.8357052803039551,0.9887664318084716,2.486445426940918,No Foreign Nationals,1.0
"LE: Life expectancy at birth
MYS: Mean years of schooling (Years that a person 25 years-of-age or older has spent in schools)
EYS: Expected years of schooling (Years that a 5-year-old child will spend in schools throughout his life)
GNIpc: Gross national income at purchasing power parity per capita",What does MYS stand for?,Mean years of schooling,2,ABBR,What is the meaning of MYS?,8.0,1103.0,1187.0,1.0,1.0,1.0,0.8005051612854004,0.7087254524230957,2.1427323818206787,Mean years of schooling,1.0
"Pascal Lissouba, who became Congo's first elected president (1992–1997) during the period of multi-party democracy, attempted to implement economic reforms with IMF backing to liberalise the economy. In June 1996 the IMF approved a three-year SDR69.5m (US$100m) enhanced structural adjustment facility (ESAF) and was on the verge of announcing a renewed annual agreement when civil war broke out in Congo in mid-1997.",What does ESAF stand for?,enhanced structural adjustment facility,2,ABBR,What is the meaning of ESAF?,8.0,1172.0,1256.0,0.0,0.0,0.0,0.7804982662200928,0.5377762317657471,2.27283263206482,East Side Air Force,0.0
"The jurisdictions of the city's administrative agencies are, in ascending order of size: the Hyderabad Police area, Hyderabad district, the GHMC area (""Hyderabad city"") and the area under the Hyderabad Metropolitan Development Authority (HMDA). The HMDA is an apolitical urban planning agency that covers the GHMC and its suburbs, extending to 54 mandals in five districts encircling the city. It coordinates the development activities of GHMC and suburban municipalities and manages the administration of bodies such as the Hyderabad Metropolitan Water Supply and Sewerage Board (HMWSSB).",What does the acronym HMWSSB represent?,Hyderabad Metropolitan Water Supply and Sewerage Board,2,ABBR,What is the meaning of the acronym HMWSSB?,12.0,886.0,983.0,1.0,1.0,1.0,1.069875717163086,0.70766282081604,2.402808904647827,Hyderabad Metropolitan Water Supply and Sewerage Board,1.0
"For customers with more demanding requirements (such as medium-to-large businesses, or other ISPs) can use higher-speed DSL (such as single-pair high-speed digital subscriber line), Ethernet, metropolitan Ethernet, gigabit Ethernet, Frame Relay, ISDN Primary Rate Interface, ATM (Asynchronous Transfer Mode) and synchronous optical networking (SONET).",what does atm stand for in relation to internet providers? ,Asynchronous Transfer Mode,2,ABBR,1. What is the meaning of ATM in the context of internet service providers?,16.0,557.0,654.0,1.0,1.0,1.0,1.217987298965454,0.9750916957855223,2.7174174785614014,Asynchronous Transfer Mode,1.0
"The World Bank reported in February 2009 that the Arab World was far less severely affected by the credit crunch. With generally good balance of payments positions coming into the crisis or with alternative sources of financing for their large current account deficits, such as remittances, Foreign Direct Investment (FDI) or foreign aid, Arab countries were able to avoid going to the market in the latter part of 2008. This group is in the best position to absorb the economic shocks. They entered the crisis in exceptionally strong positions. This gives them a significant cushion against the global downturn. The greatest impact of the global economic crisis will come in the form of lower oil prices, which remains the single most important determinant of economic performance. Steadily declining oil prices would force them to draw down reserves and cut down on investments. Significantly lower oil prices could cause a reversal of economic performance as has been the case in past oil shocks. Initial impact will be seen on public finances and employment for foreign workers.",What does the abbreviation FDI stand for?,Foreign Direct Investment,2,ABBR,What is the meaning of the acronym FDI?,10.0,857.0,944.0,0.0,0.0,0.0,1.0578296184539795,0.5811617374420166,2.19739317893982,Foreign Direct Investment,1.0
"The relieved British began to assess the impact of the Blitz in August 1941, and the RAF Air Staff used the German experience to improve Bomber Command's offensives. They concluded bombers should strike a single target each night and use more incendiaries because they had a greater impact on production than high explosives. They also noted regional production was severely disrupted when city centres were devastated through the loss of administrative offices, utilities and transport. They believed the Luftwaffe had failed in precision attack, and concluded the German example of area attack using incendiaries was the way forward for operations over Germany.",What did the experience of German's using incendiaries mean?,using incendiaries was the way forward for operations over Germany.,2,DESC,What significance did the use of incendiary devices by Germans hold?,13.0,1296.0,1392.0,1.0,0.1428571428571428,0.3333333333333333,0.8521461486816406,0.6364428997039795,2.046649694442749,Shift to area attack,0.3
"According to Martin Heidegger we do not exist inside time, we are time. Hence, the relationship to the past is a present awareness of having been, which allows the past to exist in the present. The relationship to the future is the state of anticipating a potential possibility, task, or engagement. It is related to the human propensity for caring and being concerned, which causes ""being ahead of oneself"" when thinking of a pending occurrence. Therefore, this concern for a potential occurrence also allows the future to exist in the present. The present becomes an experience, which is qualitative instead of quantitative. Heidegger seems to think this is the way that a linear relationship with time, or temporal existence, is broken or transcended. We are not stuck in sequential time. We are able to remember the past and project into the future—we have a kind of random access to our representation of temporal existence; we can, in our thoughts, step out of (ecstasis) sequential time.","According to Heidegger, what can we do, in our thoughts?",step out of (ecstasis) sequential time.,2,DESC,"According to Heidegger, how can we utilize our minds effectively?",13.0,1242.0,1341.0,1.0,0.2,0.3868528072345416,1.0711605548858645,0.5903058052062988,2.198887348175049,step out of sequential time,0.8
"Gesamtschulen might put bright working class students at risk according to several studies. It could be shown that an achievement gap opens between working class students attending a comprehensive and their middle class peers. Also working class students attending a Gymnasium or a Realschule outperform students from similar backgrounds attending a comprehensive. However it is not students attending a comprehensive, but students attending a Hauptschule, who perform the poorest.",From what group does an achievement gap separate working class students at comprehensive schools?,middle class peers,2,DESC,What demographic is distinguished by the achievement gap affecting working-class students in comprehensive schools?,16.0,977.0,1076.0,1.0,1.0,1.0,1.0606138706207275,0.5472452640533447,2.200603723526001,middle class peers,1.0
