context,question,answer,topic_lda,generated_answer,bert_f1
"In many cooperatively breeding vertebrates, subordinates assist a dominant pair to raise the dominants' offspring. Previously, it has been suggested that subordinates may help in payment for continued residency on the territory (the 'pay-to-stay hypothesis'), but payment might also be reciprocated or might allow subordinates access to reproductive opportunities. We measured dominant and subordinate female alloparental brood care and reproductive success in four separate experiments and show that unrelated female dominant and subordinate cichlid fish care for each other's broods (alloparental brood care), but that there is no evidence for reciprocal 'altruism' (no correlation between alloparental care received and given). Instead, subordinate females appear to pay with alloparental care for own direct reproduction.",Are helpful female subordinate cichlids more likely to reproduce?,"Our results suggest subordinate females pay with alloparental care to ensure access to the breeding substrate and thereby increase their opportunities to lay their own clutches. Subordinates' eggs are laid, on average, five days after the dominant female has produced her first brood. We suggest that immediate reproductive benefits need to be considered in tests of the pay-to-stay hypothesis.",1,"Yes, helpful female subordinate cichlids appear to pay with alloparental care for their own direct reproduction, suggesting that their assistance may enhance their reproductive opportunities.",0.6930575370788574
"To compare the outcome and efficacy of lateral biopsies with parasagittal biopsies in detecting prostate cancer during repeated biopsies performed using the ""saturation"" technique, which includes 24 cores per biopsy. Prostate biopsy may miss cancer in up to 38% of men eventually found to harbor the disease. Lateral biopsies are more likely than parasagittal biopsies to detect adenocarcinoma according to the findings of several studies. A total of 100 patients, average age 62.1 +/- 7.9 years, underwent repeated transrectal ultrasound-guided saturation biopsy. The study group included 31 patients with previous biopsy results demonstrating high-grade prostatic intraepithelial neoplasia, 7 with atypia, and 62 with benign prostatic tissue but persistently elevated prostate-specific antigen levels. Patients had undergone an average of 1.65 previous biopsies. The average prostate-specific antigen level was 9.4 +/- 6.8 ng/mL. Biopsies were obtained from five sectors on each side and examined histologically. Cancer was detected in 25 (25%) of the 100 patients. Malignancy was identified in the lateral cores of all patients with positive biopsies. Parasagittal biopsy cores were positive in association with a lateral-based biopsy in 9 (36%) of the 25 malignancies, for an overall parasagittal biopsy core rate of 9% (9 of 100 patients). No cancers were detected in the parasagittal biopsy cores alone.",Do parasagittal biopsies add minimal information in repeat saturation prostate biopsy?,"Inclusion of parasagittal zone biopsy cores proved to have a low yield in detecting cancer on repeated biopsy. As all patients found to have cancer in the parasagittal biopsy cores also had cancer on the lateral biopsy cores, most time and effort can be spent obtaining lateral biopsy cores to increase the sensitivity on repeated saturation biopsy.",1,"Yes, parasagittal biopsies add minimal information in repeat saturation prostate biopsy, as they were positive in only 36% of cases where malignancy was detected in lateral cores, resulting in an overall positive rate of just 9% for parasagittal biopsies alone.",0.7062751054763794
"Choline is an essential nutrient in methylation, acetylcholine and phospholipid biosynthesis, and in cell signaling. The demand by an embryo or fetus for choline may place a pregnant woman and, subsequently, the developing conceptus at risk for choline deficiency. To determine whether a disruption in choline uptake and metabolism results in developmental abnormalities, early somite staged mouse embryos were exposed in vitro to either an inhibitor of choline uptake and metabolism, 2-dimethylaminoethanol (DMAE), or an inhibitor of phosphatidylcholine synthesis, 1-O-octadecyl-2-O-methyl-rac-glycero-3-phosphocholine (ET-18-OCH(3)). Cell death following inhibitor exposure was investigated with LysoTracker Red and histology. Embryos exposed to 250-750 microM DMAE for 26 hr developed craniofacial hypoplasia and open neural tube defects in the forebrain, midbrain, and hindbrain regions. Embryos exposed to 125-275 microM ET-18-OCH(3) exhibited similar defects or expansion of the brain vesicles. ET-18-OCH(3)-affected embryos also had a distended neural tube at the posterior neuropore. Embryonic growth was reduced in embryos treated with either DMAE (375, 500, and 750 microM) or ET-18-OCH(3) (200 and 275 microM). Whole mount staining with LysoTracker Red and histological sections showed increased areas of cell death in embryos treated with 275 microM ET-18-OCH(3) for 6 hr, but there was no evidence of cell death in DMAE-exposed embryos.",Do inhibitors of choline uptake and metabolism cause developmental abnormalities in neurulating mouse embryos?,Inhibition of choline uptake and metabolism during neurulation results in growth retardation and developmental defects that affect the neural tube and face.,1,"Yes, inhibitors of choline uptake and metabolism, such as DMAE and ET-18-OCH(3), cause developmental abnormalities in neurulating mouse embryos, including craniofacial hypoplasia and open neural tube defects.",0.7233604192733765
"Pre-treatment weight loss (WL) is a prognostic indicator for overall survival (OS) in head and neck cancer (HNC) patients. This study investigates the association between WL before or during radiotherapy and disease-specific survival (DSS) in HNC patients. In 1340 newly diagnosed HNC patients, weight change was collected before and during (adjuvant) radiotherapy with curative intent. Critical WL during radiotherapy was defined as >5% WL during radiotherapy or >7.5% WL until week 12. Differences in 5-year OS and DSS between WL groups were analysed by Cox's regression with adjustments for important socio-demographic and tumour-related confounders. Before radiotherapy, 70% of patients had no WL, 16% had ≤5% WL, 9% had >5-10% WL, and 5% had >10% WL. Five-year OS and DSS rates for these groups were 71%, 59%, 47%, and 42% (P<0.001), and 86%, 86%, 81%, and 71%, respectively (P<0.001). After adjustment for potential confounders, >10% WL before radiotherapy remained significantly associated with a worse OS (HR 1.7; 95% CI 1.2-2.5; P=0.002) and DSS (HR 2.1; 95% CI 1.2-3.5; P=0.007).The 5-year OS and DSS rates for patients with critical WL during radiotherapy were 62% and 82%, compared with 70% and 89% for patients without critical WL (P=0.01; P=0.001). After adjustment, critical WL during radiotherapy remained significantly associated with a worse DSS (HR 1.7; 95% CI 1.2-2.4; P=0.004).",Is critical weight loss a major prognostic indicator for disease-specific survival in patients with head and neck cancer receiving radiotherapy?,Weight loss both before and during radiotherapy are important prognostic indicators for 5-year DSS in HNC patients. Randomised studies into the prognostic effect of nutritional intervention are needed.,1,"Yes, critical weight loss is a major prognostic indicator for disease-specific survival in patients with head and neck cancer receiving radiotherapy, as it is significantly associated with worse disease-specific survival outcomes.",0.6812655329704285
"Microemboli released during transient ischemic attack, stroke, and cardiac surgery are thought to cause a variety of functional deficits in humans. The purpose of this study was to characterize the type and extent of neurobehavioral deficits present after photochemically induced common carotid artery thrombosis (CCAT), a thromboembolic model of stroke in the rat that results in a platelet emboli shower. Thirty-two male Wistar rats were assigned to four groups. Groups 1 (n = 8) and 3 (n = 8) were long-term (6-week survival) and short-term (2-week survival) experimental groups subjected to right CCAT with the use of the photochemical technique. Groups 2 (n = 8) and 4 (n = 8) served as sham-operated controls for each experimental group. A battery of behavioral tests was applied daily beginning 24 hours after thrombosis; this consisted of elicited forelimb placing, postural reflex, beam balance, beam walking, and open field activity. Cognitive testing with a water maze task was performed on post-CCAT days 30 to 33 for groups 1 and 2 and on post-CCAT day 2 for groups 3 and 4. Ten-micrometer coronal brain sections were stained with hematoxylin and eosin, and infarct location and frequency were determined. Significant sensorimotor deficits were observed, which recovered within 2 weeks after CCAT. The data that follow are derived by combining the two experimental groups and comparing these with the two sham groups. The following tests showed significant effects after CCAT: contralateral elicited forelimb placing, ipsilateral elicited forelimb placing, beam balance, and beam walking score. Cognitive dysfunction was seen acutely (group 3 animals) at 2 days after CCAT; Morris water maze length and latency to target were significantly greater in the experimental group. No deficits were seen in postural reflex, open field activity, or delayed cognitive testing. Histopathological assessment revealed small infarcts in 11 of 16 thrombosed rats. However, a strong relationship between neurobehavioral deficits and infarct location was not consistently demonstrated.",Does nonocclusive common carotid artery thrombosis in the rat result in reversible sensorimotor and cognitive behavioral deficits?,"CCAT produces consistent sensorimotor and cognitive behavioral deficits that recover within 2 weeks of injury. Behavioral outcome was not necessarily associated with overt histopathological damage, suggesting that reversible injury mechanisms, both vascular and neuronal, may be partly responsible for the temporary loss of function. These data strengthen the role of CCAT as a clinically relevant model of thromboembolic stroke.",1,"Yes, nonocclusive common carotid artery thrombosis in the rat results in reversible sensorimotor and cognitive behavioral deficits, with significant recovery observed within 2 weeks after the thrombosis.",0.6789113879203796
"Angiotensin II is strongly incriminated in progressive renal injury. There is recent evidence that angiotensin II induces oxidative stress in vitro. We examined the capacity of angiotensin II to induce oxidative stress in vivo and the functional significance of such stress. The capacity of angiotensin II to induce the oxidant-sensitive gene heme oxygenase (HO) in vivo and in vitro was also examined. Angiotensin II was administered via mini-osmotic pumps to rats maintained on standard diets. Indices of oxidative stress, including thiobarbituric acid reactive substance, carbonyl protein content, and HO activity, were determined. Indices of oxidative stress and functional markers were also determined in the DOCA salt model. The effect of angiotensin II was studied in rats maintained on antioxidant-deficient diets so as to examine the functional significance of oxidative stress induced by angiotensin II. We also explored the inductive effect of angiotensin II on HO in vivo and whether such actions occur in vitro. Angiotensin II administered in vivo increased kidney content of thiobarbituric acid reactive substances protein carbonyl content, and HO activity. These indices were not present in the kidney of rats treated with DOCA salt for three weeks. Such oxidative stress was functionally significant, since the administration of angiotensin II to rats maintained on a prooxidant diet demonstrated increased proteinuria and decreased creatinine clearance. The stimulatory effect on HO activity was due to induction of HO-1 mRNA, with HO-2 mRNA remaining unchanged. Expression of HO-1 was localized to the renal proximal tubules in vivo. We also demonstrate that angiotensin II at concentrations of 10-8 and 10-7 mol/L induces expression of HO-1 mRNA in LLC-PK1 cells.",Does angiotensin II induce renal oxidant stress in vivo and heme oxygenase-1 in vivo and in vitro?,"Angiotensin II induces oxidative stress in vivo, which contributes to renal injury. This study also demonstrates that angiotensin II induces renal HO activity caused by up-regulation of HO-1 in renal proximal tubules. Finally, angiotensin II directly induces HO-1 in renal proximal tubular epithelial cells in vitro.",1,"Yes, angiotensin II induces renal oxidant stress in vivo and stimulates the expression of heme oxygenase-1 (HO-1) both in vivo and in vitro.",0.7327077984809875
"Microglial activation is a pathological feature common to both Alzheimer's and Parkinson's diseases (AD and PD). The classical activation involves release of pro-inflammatory cytokines and reactive oxygen species. This is necessary for maintenance of tissue homeostasis and host defense, but can cause bystander damage when the activation is sustained and uncontrolled. In recent years the heterogeneous nature of microglial activation states in neurodegenerative diseases has become clear and the focus has shifted to alternative activation states that promote tissue maintenance and repair. We studied the distribution of CD163, a membrane-bound scavenger receptor found on perivascular macrophages. CD163 has an immunoregulatory function, and has been found in the parenchyma in other inflammatory diseases e.g. HIV-encephalitis and multiple sclerosis. In this study, we used immunohistochemistry to compare CD163 immunoreactivity in 31 AD cases, 27 PD cases, and 16 control cases. Associations of microglia with pathological hallmarks of AD and PD were investigated using double immunofluorescence. Parenchymal microglia were found to be immunoreactive for CD163 in all of the AD cases, and to a lesser extent in PD cases. There was prominent staining of CD163 immunoreactive microglia in the frontal and occipital cortices of AD cases, and in the brainstem of PD cases. Many of them were associated with Aß plaques in both diseases, and double staining with CD68 demonstrates their phagocytic capability. Leakage of fibrinogen was observed around compromised blood vessels, raising the possibility these microglia might have originated from the periphery.",Is phenotypic profile of alternative activation marker CD163 different in Alzheimer 's and Parkinson 's disease?,"Increase in microglia's CD163 immunoreactivity was more significant in AD than PD, and association of CD163 immunoreactive microglia with Aβ plaques indicate microglia's attraction towards extracellular protein pathology, i.e. extracellular aggregates of Aβ as compared to intracellular Lewy Bodies in PD. Double staining with CD163 and CD68 might point towards their natural inclination to phagocytose plaques. Fibrinogen leakage and compromise of the blood brain barrier raise the possibility that these are not resident microglia, but systemic macrophages infiltrating the brain.",1,"Yes, the phenotypic profile of the alternative activation marker CD163 is different in Alzheimer's disease (AD) and Parkinson's disease (PD). CD163 immunoreactive microglia were found in all AD cases and to a lesser extent in PD cases, with prominent staining in the frontal and occipital cortices of AD and in the brainstem of PD.",0.60347580909729
"EEG studies examining 'resting' state (i.e. non-task) state brain activity in major depressive disorder (MDD) have reported numerous abnormalities within the alpha bandwidth. These findings are discussed extensively within affective disorders literature but their relationship to functional aspects of depressive psychopathology remains unclear. Investigating alpha modulation during active cognitive processing may provide a more targeted means of relating aberrant alpha activity to specific aspects of depression symptomatology. Alpha activity is reliably modulated during working memory (WM) processing and WM impairments are a common neuropsychological consequence of MDD. Moreover, it has been suggested that alpha activity reflects internally mediated inhibitory process and attenuated inhibition has been suggested to contribute to WM inefficacy. The current investigation examined whether alpha was modulated differently in MDD participants during WM processing and whether the pattern of alpha activity was consistent with impairments in inhibitory processes. Event related synchronisation (ERS) within the upper alpha band over the retention interval of a modified Sternberg WM task was examined in 15 acutely depressed and 15 never depressed right-handed female participants. MDD participants displayed greater upper alpha ERS than controls during the online information maintenance component of WM processing. This was evident over left, but not right, parieto-occipital cortex.",Does upper alpha activity during working memory processing reflect abnormal inhibition in major depression?,The results are consistent with increased inhibition of extraneous material during WM processing in depression. This may reflect a neurobiological compensation strategy whereby additional neural resources are required to achieve comparable performance accuracy during effortful cognitive processing in MDD.,1,"Yes, upper alpha activity during working memory processing in major depression reflects abnormal inhibition, as indicated by greater upper alpha event-related synchronization (ERS) observed in MDD participants compared to controls during the online information maintenance component of working memory tasks.",0.6328902840614319
"A randomized trial was conducted to evaluate the impact of a telephone counseling intervention to improve patient adherence to colposcopic examination for suspected cervical intraepithelial neoplasia (CIN). Subjects were lower-income, minority women who missed a scheduled initial appointment for colposcopy at an urban medical clinic. Patients were randomly assigned to either a control condition (n = 42) or a telephone counseling condition (n = 48). The 15-minute, structured telephone counseling intervention protocol addressed educational, psychosocial, and practical barriers to colposcopy adherence. The most common patient-reported barriers to colposcopy adherence included a lack of understanding of the purpose of colposcopy (50%), worry about or fear of cancer (25%), and forgetting (23%). Telephone counseling was found to be highly effective in addressing these barriers and improving adherence to diagnostic follow-up and treatment. Of patients in the control condition, 43% complied with a rescheduled colposcopy appointment, compared with 67% in the telephone counseling condition. Logistic regression analysis indicated that the effect of telephone counseling was independent of sociodemographic confounder variables (odds ratio = 2.6; P less than .003). Additionally, 74% of patients who received the initial telephone counseling adhered to recommended treatment, compared with 53% of patients in the control condition.",Does telephone counseling improve adherence to colposcopy among lower-income minority women?,"Brief, structured telephone contact may be a cost-effective mechanism for improving adherence to diagnostic follow-up and treatment for a variety of cancer screening tests.",1,"Yes, telephone counseling significantly improves adherence to colposcopy among lower-income minority women, with 67% of those receiving counseling complying with rescheduled appointments compared to 43% in the control group.",0.6588883996009827
"Differentiation of oligodendroglial precursor cells is crucial for central nervous system remyelination and is influenced by both extrinsic and intrinsic factors. Recent studies showed that human endogenous retrovirus type W (HERV-W) contributes significantly to brain damage. In particular, its envelope protein ENV can mediate injury to specific cell types of the brain and immune system. Here, we investigated whether ENV protein affects oligodendroglial differentiation. Immunostaining and gene expression analyses were performed to establish the expression and regulation of the known ENV receptor, Toll-like receptor 4 (TLR4), on oligodendroglial precursor cells in human brain tissue and in culture. Cultured primary oligodendroglial precursor cells were stimulated with ENV protein to determine the effects of this ligand/receptor interaction. We demonstrated that the ENV protein is present in close proximity to TLR4-expressing oligodendroglial precursor cells adjacent to multiple sclerosis lesions. Human and rat oligodendroglial precursor cells expressed TLR4, and the ENV-mediated activation of TLR4 led to the induction of proinflammatory cytokines and inducible nitric oxide synthase as well as the formation of nitrotyrosine groups and a subsequent reduction in myelin protein expression.",Does human endogenous retrovirus type W envelope protein inhibit oligodendroglial precursor cell differentiation?,"Our findings suggest that ENV-mediated induction of nitrosative stress via activation of TLR4 results in an overall reduction of the oligodendroglial differentiation capacity, thereby contributing to remyelination failure. Therefore, pharmacological or antibody-mediated inhibition of ENV may prevent the blockade of myelin repair in the diseased or injured central nervous system.",1,"Yes, the human endogenous retrovirus type W envelope protein (ENV) inhibits oligodendroglial precursor cell differentiation by activating Toll-like receptor 4 (TLR4), leading to proinflammatory responses and a reduction in myelin protein expression.",0.6765519380569458
"There are few recent European studies of mortality after intracerebral hemorrhage (ICH), particularly long-term follow-up studies. No previous European studies have included information on leukoaraiosis. We studied all consecutive patients hospitalized with a first-ever intracerebral hemorrhage between 2005 and 2009 in a well-defined area and assessed the prognostic value of various baseline clinical and radiologic factors. Leukoaraiosis was scored on the baseline computed tomographic (CT) scan as described by van Swieten et al, with an overall score from 0 to 4. One hundred thirty-four patients were followed up for a median of 4.7 years (interquartile range 2.5-6.6). Overall mortality was 23% at 2 days, 30% at 7 days, 37% at 30 days, 46% at 1 year, and 53% at 2 years. Factors independently associated with increased 30-day mortality were warfarin use, leukoaraiosis score, intraventricular hemorrhage, and Glasgow Coma Scale (GCS) score. Factors independently associated with long-term mortality in the 85 patients who survived the first 30 days were leukoaraiosis score, coronary heart disease, and initial GCS score. Recurrent ICH occurred in 4.5% and was significantly more frequent after lobar ICH than after ICH in other locations (11.1% v 0%; P = .025).",Is leukoaraiosis associated with short- and long-term mortality in patients with intracerebral hemorrhage?,"In unselected patients in Southern Norway with first-ever ICH, severe leukoaraiosis is independently associated with both 30-day and long-term mortality in 30-day survivors. Warfarin is independently associated with 30-day mortality and coronary heart disease with long-term mortality in 30-day survivors. Recurrent ICH is more frequent after lobar ICH than after ICH in other locations.",1,"Yes, leukoaraiosis is associated with both short- and long-term mortality in patients with intracerebral hemorrhage (ICH). It is independently linked to increased 30-day mortality and long-term mortality in those who survive the first 30 days.",0.7062943577766418
"For liver-directed cell therapy, efficient engraftment of transplanted cells is critical. This study delineated whether anti-inflammatory and endothelial disrupting properties of thalidomide could promote transplanted cell engraftment and proliferation in liver. We used dipeptidyl peptidase IV-deficient rats for cell transplantation studies, including gene expression analysis, morphological tissue analysis, serological assays, cell culture assays, and assays of transplanted cell engraftment and proliferation. Thalidomide-pretreatment increased engraftment and proliferation of transplanted hepatocytes due to decreased inflammation. Moreover, thalidomide exacerbated cell transplantation-induced endothelial injury. This combined anti-inflammatory and endothelial injury effect of thalidomide was superior to the anti-inflammatory effect alone of repertaxin or etanercept, which block cytokines/chemokines/receptor-dependent inflammation. In thalidomide-pretreated animals, liver repopulation accelerated, including when cells were primed with bosentan to block endothelin-1 receptors.",Does thalidomide promote transplanted cell engraftment in the rat liver by modulating inflammation and endothelial integrity?,"Thalidomide improved transplanted cell engraftment and liver repopulation. Therefore, this class of drugs will advance applications of liver cell therapy in people.",1,"Yes, thalidomide promotes transplanted cell engraftment in the rat liver by decreasing inflammation and exacerbating endothelial injury, which enhances the engraftment and proliferation of transplanted hepatocytes.",0.7612361311912537
"Lab studies have suggested that ubiquitous phthalate exposures are related to obesity, but relevant epidemiological studies are scarce, especially for children. To investigate the association of phthalate exposures with body mass index (BMI) and waist circumference (WC) in Chinese school children. A cross-sectional study was conducted in three primary and three middle schools randomly selected from Changning District of Shanghai City of China in 2011-2012. According to the physical examination data in October, 2011, 124 normal weight, 53 overweight, and 82 obese students 8-15 years of age were randomly chosen from these schools on the basis of BMI-based age- and sex-specific criterion. First morning urine was collected in January, 2012, and fourteen urine phthalate metabolites (free plus conjugated) were determined by ultra-performance liquid chromatography coupled to tandem mass spectrometry. Multiple linear regression was used to explore the associations between naturally log-transformed urine phthalate metabolites and BMI or WC. The urine specific gravity-corrected concentrations of nine urine phthalate metabolites and five molar sums were positively associated with BMI or WC in Chinese school children after adjustment for age and sex. However, when other urine phthalate metabolites were included in the models together with age and sex as covariables, most of these significant associations disappeared except for mono (2-ethylhexyl) phthalate (MEHP) and monoethyl phthalate (MEP). Additionally, some associations showed sex- or age-specific differences.",Are urinary phthalate metabolites associated with body mass index and waist circumference in Chinese school children?,"Some phthalate exposures were associated with BMI or WC in Chinese school children. Given the cross-sectional nature of this study and lack of some important obesity-related covariables, further studies are needed to confirm the associations.",1,"Yes, urinary phthalate metabolites are associated with body mass index (BMI) and waist circumference (WC) in Chinese school children, particularly mono (2-ethylhexyl) phthalate (MEHP) and monoethyl phthalate (MEP), after adjusting for age and sex.",0.6477430462837219
"It is largely unknown how frequently low-abundance HIV drug-resistant variants at levels under limit of detection of conventional genotyping (<20% of quasi-species) are present in antiretroviral-experienced persons experiencing virologic failure. Further, the clinical implications of low-abundance drug-resistant variants at time of virologic failure are unknown. Plasma samples from 22 antiretroviral-experienced subjects collected at time of virologic failure (viral load 1380 to 304,000 copies/mL) were obtained from a specimen bank (from 2004-2007). The prevalence and profile of drug-resistant mutations were determined using Sanger sequencing and ultra-deep pyrosequencing. Genotypes were interpreted using Stanford HIV database algorithm. Antiretroviral treatment histories were obtained by chart review and correlated with drug-resistant mutations. Low-abundance drug-resistant mutations were detected in all 22 subjects by deep sequencing and only in 3 subjects by Sanger sequencing. In total they accounted for 90 of 247 mutations (36%) detected by deep sequencing; the majority of these (95%) were not detected by standard genotyping. A mean of 4 additional mutations per subject were detected by deep sequencing (p<0.0001, 95%CI: 2.85-5.53). The additional low-abundance drug-resistant mutations increased a subject's genotypic resistance to one or more antiretrovirals in 17 of 22 subjects (77%). When correlated with subjects' antiretroviral treatment histories, the additional low-abundance drug-resistant mutations correlated with the failing antiretroviral drugs in 21% subjects and correlated with historical antiretroviral use in 79% subjects (OR, 13.73; 95% CI, 2.5-74.3, p = 0.0016).",Do low-abundance HIV drug-resistant viral variants in treatment-experienced persons correlate with historical antiretroviral use?,"Low-abundance HIV drug-resistant mutations in antiretroviral-experienced subjects at time of virologic failure can increase a subject's overall burden of resistance, yet commonly go unrecognized by conventional genotyping. The majority of unrecognized resistant mutations correlate with historical antiretroviral use. Ultra-deep sequencing can provide important historical resistance information for clinicians when planning subsequent antiretroviral regimens for highly treatment-experienced patients, particularly when their prior treatment histories and longitudinal genotypes are not available.",1,"Yes, low-abundance HIV drug-resistant viral variants in treatment-experienced persons correlate with historical antiretroviral use in 79% of subjects.",0.7146210074424744
"Increasingly, clinical articles document that bone morphogenetic protein (BMP/INFUSE: Medtronic, Memphis, TN, USA) and its derivatives utilized in spinal surgery increase the risk of developing cancer. However, there is also a large body of basic science articles that also document that various types of BMP and other members of the TGF-Beta (transforming growth factor beta) family promote the growth of different types of cancers. This review looks at many clinical articles citing BMP/INFUSE's role, largely ""off-label"", in contributing to complications encountered during spinal surgery. Next, however, specific attention is given to the clinical and basic science literature regarding how BMP and its derivatives (e.g. members of the TGF-beta family) may also impact the development of breast and other cancers. Utilizing BMP/INFUSE in spine surgery increased the risk of cancers/new malignancy as documented in several studies. For example, Carragee et al. found that for single-level instrumented posterolateral fusions (PLF) using high-dose rhBMP-2 (239 patients) vs. autograft (control group; n = 224), the risks of new cancers at 2 and 5 years postoperatively were increased. In laboratory studies, BMP's along with other members of the TGF-Beta family also modulated/contributed to the proliferation/differentiation of breast cancer (e.g. bone formation/turnover, breast cancer-related solid tumors, and metastases), lung, adrenal, and colon cancer.",Does basic science and spine literature document bone morphogenetic protein increase cancer risk?,"BMP/INFUSE when utilized clinically in spinal fusion surgery appears to promote cancer at higher rates than observed in the overall population. Furthermore, BMP and TGF-beta are correlated with increased cancer growth both in the clinic and the laboratory.",1,"Yes, both basic science and spine literature document that bone morphogenetic protein (BMP) and its derivatives increase the risk of developing cancer.",0.6227975487709045
"Frequent sessions of endoscopic dilatation are usually required in the management of benign esophageal strictures, especially caustic induced ones. Topical mitomycin C (MMC) has been recently used in the management of resistant strictures. This study evaluated the efficacy of MMC application in prevention of stricture recurrence after endoscopic dilatation. This double-blind, randomized, placebo-controlled trial included forty patients with caustic esophageal strictures dating from January 2008 to October 2010. Patients were randomized into 2 groups to undergo endoscopic dilatation with application of either MMC versus placebo on stricture site. Regular follow up and re-evaluation were done after 6 months of management. The number of dilatation sessions needed for resolution of dysphagia in each group was our primary outcome. During the specified follow up period, 80 % of strictures in the MMC group got completely resolved compared to only 35% in the placebo group. The mean number of dilatation sessions needed in the MMC group was n = 3.85 ± 2.08 compared to n = 6.9 ± 2.12 in the placebo group which was statistically significant (p < 0.001).","Is topical mitomycin C application effective in management of localized caustic esophageal stricture : a double-blinded , randomized , placebo-controlled trial?",Mitomycin C application significantly reduced the number of dilatation sessions needed to alleviate dysphagia in patients with caustic esophageal strictures.,1,"Yes, topical mitomycin C application is effective in the management of localized caustic esophageal stricture, as demonstrated by a study where 80% of strictures in the mitomycin C group resolved completely compared to only 35% in the placebo group, with a statistically significant reduction in the mean number of dilatation sessions needed in the mitomycin C group (p < 0.001).",0.7262914776802063
"To establish whether socioeconomic differences in mortality exist in the Federal Republic of Germany and whether any such differences are attributable to material, structural, and lifestyle factors. The database was the WHO-MONICA cohort study with two cross-sectional surveys performed in the Augsburg area in 1984/85 and 1989/90, and a mortality follow-up performed in 1997/98. The dataset comprised a total of 7268 persons of German nationality aged 25 to 72. Both men and women with lower educational qualifications have less economic resources (materialist thesis), are exposed to higher levels of physical stress at work (structuralist thesis) and lead a significantly less healthy lifestyle (cultural-behavioral thesis). Both males and females with the highest secondary school qualifications are more likely to engage in leisure-time physical activity, have a lower BMI and are less likely to be smokers, passive smokers or heavy drinkers. While these differences are reflected in a socioeconomic group-related mortality risk in males, our data disclose no significant correlation between socioeconomic group (operationalized on the basis of years of education) and mortality in females.",Is [ Causes of socioeconomic group-related mortality in the Federal Republic of Germany -- tobacco consumption the predominant risk factor ]?,This paper investigates the four most common hypotheses for the internationally well-documented phenomenon of socioeconomic group-related mortality on the basis of nationwide German longitudinal data. Regular nicotine consumption is by far the most significant controllable risk factor for mortality in both genders.,1,"Yes, tobacco consumption is a significant risk factor contributing to socioeconomic group-related mortality in the Federal Republic of Germany, particularly among males with lower educational qualifications who are more likely to smoke.",0.6505715250968933
"HIV-neutralizing immunoglobulin A (IgA) and HIV-specific cellular immunity have been described in highly exposed, persistently seronegative (HEPS) individuals, but well controlled studies have not been performed. We performed a prospective, nested case-control study to examine the association of genital IgA and systemic cellular immune responses with subsequent HIV acquisition in high-risk Kenyan female sex workers (FSWs). A randomized trial of monthly antibiotic prophylaxis to prevent sexually transmitted disease/HIV infection was performed from 1998 to 2002 in HIV-uninfected Kenyan FSWs. After the completion of trial, FSWs who had acquired HIV (cases) were matched 1: 4 with persistently uninfected controls based on study arm, duration of HIV-seronegative follow-up, and time of cohort enrolment. Blinded investigators assayed the ability at enrolment of genital IgA to neutralize primary HIV isolates as well as systemic HIV-specific cellular IFNgamma-modified enzyme-linked immunospot and proliferative responses. The study cohort comprised 113 FSWs: 24 cases who acquired HIV and 89 matched controls. Genital HIV-neutralizing IgA was associated with reduced HIV acquisition (P = 0.003), as was HIV-specific proliferation (P = 0.002), and these associations were additive. HIV-specific IFNgamma production did not differ between case and control groups. In multivariable analysis, HIV-neutralizing IgA and HIV-specific proliferation each remained independently associated with lack of HIV acquisition. Genital herpes (HSV2) was associated with increased HIV risk and with reduced detection of HIV-neutralizing IgA.",Are hIV-neutralizing immunoglobulin A and HIV-specific proliferation independently associated with reduced HIV acquisition in Kenyan sex workers?,"Genital HIV-neutralizing IgA and systemic HIV-specific proliferative responses, assayed by blinded investigators, were prospectively associated with HIV nonacquisition. The induction of these immune responses may be an important goal for HIV vaccines.",1,"Yes, HIV-neutralizing immunoglobulin A and HIV-specific proliferation are independently associated with reduced HIV acquisition in Kenyan sex workers.",0.7287060022354126
"HIV-1 establishes a lifelong infection in the human body, but host factors that influence viral persistence remain poorly understood. Cell-intrinsic characteristics of CD4 T cells, the main target cells for HIV-1, may affect the composition of the latent viral reservoir by altering the susceptibility to CD8 T-cell-mediated killing. We observed that susceptibilities of CD4 T cells to CD8 T-cell-mediated killing, as determined in direct ex vivo assays, were significantly higher in persons with natural control of HIV-1 (elite controllers) than in individuals effectively treated with antiretroviral therapy. These differences were most pronounced in naive and in terminally differentiated CD4 T cells and corresponded to a reduced viral reservoir size in elite controllers. Interestingly, the highest susceptibility to CD8 T-cell-mediated killing and lowest reservoirs of cell-associated HIV-1 DNA was consistently observed in elite controllers expressing the protective HLA class I allele B57.",Does susceptibility to CD8 T-cell-mediated killing influence the reservoir of latently HIV-1-infected CD4 T cells?,These data suggest that the functional responsiveness of host CD4 T cells to cytotoxic effects of HIV-1-specific CD8 T cells can contribute to shaping the structure and composition of the latently infected CD4 T-cell pool.,1,"Yes, susceptibility to CD8 T-cell-mediated killing influences the reservoir of latently HIV-1-infected CD4 T cells, as higher susceptibility is associated with a reduced viral reservoir size in elite controllers.",0.743438184261322
